Index,Mode,Velocity,Damping,Frequency,Kfreq
CSD,Mode 4,90.0,-0.047591867,87.477433,0.302
CSD,Mode 4,91.0,-0.048209224,87.474802,0.2987
CSD,Mode 4,92.0,-0.048828762,87.472076,0.2954
CSD,Mode 4,93.0,-0.049450516,87.469256,0.2922
CSD,Mode 4,94.0,-0.050074519,87.466339,0.2891
CSD,Mode 4,95.0,-0.050700806,87.463326,0.2861
CSD,Mode 4,96.0,-0.051329415,87.460215,0.2831
CSD,Mode 4,97.0,-0.051960381,87.457005,0.2801
CSD,Mode 4,98.0,-0.052593744,87.453696,0.2773
CSD,Mode 4,99.0,-0.053229542,87.450285,0.2745
CSD,Mode 4,100.0,-0.053867817,87.446773,0.2717
CSD,Mode 4,101.0,-0.054508609,87.443156,0.269
CSD,Mode 4,102.0,-0.055151962,87.439435,0.2664
CSD,Mode 4,103.0,-0.055797918,87.435608,0.2638
CSD,Mode 4,104.0,-0.056446523,87.431673,0.2612
CSD,Mode 4,105.0,-0.057097822,87.427629,0.2587
CSD,Mode 4,106.0,-0.057751862,87.423476,0.2563
CSD,Mode 4,107.0,-0.05840869,87.419211,0.2538
CSD,Mode 4,108.0,-0.059068357,87.414832,0.2515
CSD,Mode 4,109.0,-0.05973091,87.410338,0.2492
CSD,Mode 4,110.0,-0.060395476,87.405572,0.2469
CSD,Mode 4,111.0,-0.061063955,87.400845,0.2446
CSD,Mode 4,112.0,-0.061735475,87.395999,0.2424
CSD,Mode 4,113.0,-0.062410088,87.391031,0.2403
CSD,Mode 4,114.0,-0.063087848,87.38594,0.2382
CSD,Mode 4,115.0,-0.063768811,87.380724,0.2361
CSD,Mode 4,116.0,-0.064453035,87.37538,0.234
CSD,Mode 4,117.0,-0.065140574,87.369909,0.232
CSD,Mode 4,118.0,-0.065831492,87.364305,0.23
CSD,Mode 4,119.0,-0.066525845,87.35857,0.2281
CSD,Mode 4,120.0,-0.067223699,87.352699,0.2262
CSD,Mode 4,121.0,-0.067925114,87.346691,0.2243
CSD,Mode 5,1.0,-5.9670291e-09,112.71096,35.0197
CSD,Mode 5,2.0,-8.1249768e-09,112.71096,17.5098
CSD,Mode 5,3.0,-6.3889582e-09,112.71096,11.6732
CSD,Mode 5,4.0,-6.7032151e-09,112.71096,8.7549
CSD,Mode 5,5.0,-7.9428395e-09,112.71096,7.0039
CSD,Mode 5,6.0,-9.3725767e-09,112.71096,5.8366
CSD,Mode 5,7.0,-1.0806075e-08,112.71096,5.0028
CSD,Mode 5,8.0,-1.22134e-08,112.71096,4.3775
CSD,Mode 5,9.0,-1.3610335e-08,112.71096,3.8911
CSD,Mode 5,10.0,-1.5004343e-08,112.71096,3.502
CSD,Mode 5,11.0,-1.6402508e-08,112.71096,3.1836
CSD,Mode 5,12.0,-1.7811242e-08,112.71096,2.9183
CSD,Mode 5,13.0,-1.9235078e-08,112.71096,2.6938
CSD,Mode 5,14.0,-2.0675989e-08,112.71096,2.5014
CSD,Mode 5,15.0,-2.2134574e-08,112.71096,2.3346
CSD,Mode 5,16.0,-2.3610667e-08,112.71096,2.1887
CSD,Mode 5,17.0,-2.5103716e-08,112.71096,2.06
CSD,Mode 5,18.0,-2.6613332e-08,112.71096,1.9455
CSD,Mode 5,19.0,-2.8139206e-08,112.71096,1.8431
CSD,Mode 5,20.0,-2.9681057e-08,112.71096,1.751
CSD,Mode 5,21.0,-3.1238801e-08,112.71096,1.6676
CSD,Mode 5,22.0,-3.2812385e-08,112.71096,1.5918
CSD,Mode 5,23.0,-3.4401894e-08,112.71096,1.5226
CSD,Mode 5,24.0,-3.6007375e-08,112.71096,1.4592
CSD,Mode 5,25.0,-3.7628948e-08,112.71096,1.4008
CSD,Mode 5,26.0,-3.9266573e-08,112.71096,1.3469
CSD,Mode 5,27.0,-4.0920568e-08,112.71096,1.297
CSD,Mode 5,28.0,-4.2590803e-08,112.71096,1.2507
CSD,Mode 5,29.0,-4.4277434e-08,112.71096,1.2076
CSD,Mode 5,30.0,-4.5980528e-08,112.71096,1.1673
CSD,Mode 5,31.0,-4.7700099e-08,112.71096,1.1297
CSD,Mode 5,32.0,-4.9436113e-08,112.71096,1.0944
CSD,Mode 5,33.0,-5.1188623e-08,112.71096,1.0612
CSD,Mode 5,34.0,-5.2957588e-08,112.71096,1.03
CSD,Mode 5,35.0,-5.4742896e-08,112.71096,1.0006
CSD,Mode 5,36.0,-5.6544573e-08,112.71096,0.9728
CSD,Mode 5,37.0,-5.8362465e-08,112.71096,0.9465
CSD,Mode 5,38.0,-6.0196496e-08,112.71096,0.9216
CSD,Mode 5,39.0,-6.2046688e-08,112.71096,0.8979
CSD,Mode 5,40.0,-6.3912669e-08,112.71096,0.8755
CSD,Mode 5,41.0,-6.5794523e-08,112.71096,0.8541
CSD,Mode 5,42.0,-6.7692049e-08,112.71096,0.8338
CSD,Mode 5,43.0,-6.9605052e-08,112.71096,0.8144
CSD,Mode 5,44.0,-7.1533413e-08,112.71096,0.7959
CSD,Mode 5,45.0,-7.3476874e-08,112.71096,0.7782
CSD,Mode 5,46.0,-7.5435409e-08,112.71096,0.7613
CSD,Mode 5,47.0,-7.7408806e-08,112.71095,0.7451
CSD,Mode 5,48.0,-7.93968e-08,112.71095,0.7296
CSD,Mode 5,49.0,-8.1399317e-08,112.71095,0.7147
CSD,Mode 5,50.0,-8.3416137e-08,112.71095,0.7004
CSD,Mode 5,51.0,-8.5446952e-08,112.71095,0.6867
CSD,Mode 5,52.0,-8.7491714e-08,112.71095,0.6735
CSD,Mode 5,53.0,-8.9550253e-08,112.71095,0.6607
CSD,Mode 5,54.0,-9.1622195e-08,112.71095,0.6485
CSD,Mode 5,55.0,-9.3707562e-08,112.71095,0.6367
CSD,Mode 5,56.0,-9.580598e-08,112.71095,0.6254
CSD,Mode 5,57.0,-9.7917378e-08,112.71095,0.6144
CSD,Mode 5,58.0,-1.0004165e-07,112.71095,0.6038
CSD,Mode 5,59.0,-1.021784e-07,112.71095,0.5936
CSD,Mode 5,60.0,-1.0432763e-07,112.71095,0.5837
CSD,Mode 5,61.0,-1.06489e-07,112.71095,0.5741
CSD,Mode 5,62.0,-1.0866258e-07,112.71095,0.5648
CSD,Mode 5,63.0,-1.1084811e-07,112.71095,0.5559
CSD,Mode 5,64.0,-1.1304534e-07,112.71095,0.5472
CSD,Mode 5,65.0,-1.152541e-07,112.71095,0.5388
CSD,Mode 5,66.0,-1.174743e-07,112.71095,0.5306
CSD,Mode 5,67.0,-1.1970601e-07,112.71095,0.5227
CSD,Mode 5,68.0,-1.2194894e-07,112.71095,0.515
CSD,Mode 5,69.0,-1.2420294e-07,112.71095,0.5075
CSD,Mode 5,70.0,-1.2646791e-07,112.71095,0.5003
CSD,Mode 5,71.0,-1.2874369e-07,112.71094,0.4932
CSD,Mode 5,72.0,-1.310302e-07,112.71094,0.4864
CSD,Mode 5,73.0,-1.3332744e-07,112.71094,0.4797
CSD,Mode 5,74.0,-1.3563538e-07,112.71094,0.4732
CSD,Mode 5,75.0,-1.3795396e-07,112.71094,0.4669
CSD,Mode 5,76.0,-1.4028311e-07,112.71094,0.4608
CSD,Mode 5,77.0,-1.4262279e-07,112.71094,0.4548
CSD,Mode 5,78.0,-1.4497281e-07,112.71094,0.449
CSD,Mode 5,79.0,-1.4733314e-07,112.71094,0.4433
CSD,Mode 5,80.0,-1.4970385e-07,112.71094,0.4377
CSD,Mode 5,81.0,-1.520851e-07,112.71094,0.4323
CSD,Mode 5,82.0,-1.5447682e-07,112.71094,0.4271
CSD,Mode 5,83.0,-1.568791e-07,112.71094,0.4219
CSD,Mode 5,84.0,-1.5929196e-07,112.71094,0.4169
CSD,Mode 5,85.0,-1.617154e-07,112.71094,0.412
CSD,Mode 5,86.0,-1.6414952e-07,112.71094,0.4072
CSD,Mode 5,87.0,-1.6659437e-07,112.71094,0.4025
CSD,Mode 5,88.0,-1.690499e-07,112.71093,0.398
CSD,Mode 5,89.0,-1.7151634e-07,112.71093,0.3935
CSD,Mode 5,90.0,-1.7399383e-07,112.71093,0.3891
CSD,Mode 5,91.0,-1.7648248e-07,112.71093,0.3848
CSD,Mode 5,92.0,-1.789828e-07,112.71093,0.3806
CSD,Mode 5,93.0,-1.8149474e-07,112.71093,0.3766
CSD,Mode 5,94.0,-1.840185e-07,112.71093,0.3725
CSD,Mode 5,95.0,-1.8655445e-07,112.71093,0.3686
CSD,Mode 5,96.0,-1.8910266e-07,112.71093,0.3648
CSD,Mode 5,97.0,-1.9166355e-07,112.71093,0.361
CSD,Mode 5,98.0,-1.942373e-07,112.71093,0.3573
CSD,Mode 5,99.0,-1.9682399e-07,112.71093,0.3537
CSD,Mode 5,100.0,-1.9942404e-07,112.71093,0.3502
CSD,Mode 5,101.0,-2.0203777e-07,112.71093,0.3467
CSD,Mode 5,102.0,-2.0466547e-07,112.71092,0.3433
CSD,Mode 5,103.0,-2.0730765e-07,112.71092,0.34
CSD,Mode 5,104.0,-2.0996467e-07,112.71092,0.3367
CSD,Mode 5,105.0,-2.1263668e-07,112.71092,0.3335
CSD,Mode 5,106.0,-2.1532485e-07,112.71092,0.3304
CSD,Mode 5,107.0,-2.1802909e-07,112.71092,0.3273
CSD,Mode 5,108.0,-2.2075e-07,112.71092,0.3243
CSD,Mode 5,109.0,-2.2348806e-07,112.71092,0.3213
CSD,Mode 5,110.0,-2.262438e-07,112.71092,0.3184
CSD,Mode 5,111.0,-2.290178e-07,112.71092,0.3155
CSD,Mode 5,112.0,-2.3181043e-07,112.71092,0.3127
CSD,Mode 5,113.0,-2.3462261e-07,112.71091,0.3099
CSD,Mode 5,114.0,-2.3745495e-07,112.71091,0.3072
CSD,Mode 5,115.0,-2.403077e-07,112.71091,0.3045
