Index,Mode,Velocity,Damping,Frequency,Kfreq
SLSQP,Mode 3,40.0,-0.03233696,43.418681,0.3373
SLSQP,Mode 3,41.0,-0.033106925,43.284,0.328
SLSQP,Mode 3,42.0,-0.033844,43.145104,0.3192
SLSQP,Mode 3,43.0,-0.034543617,43.001959,0.3107
SLSQP,Mode 3,44.0,-0.035200764,42.854534,0.3026
SLSQP,Mode 3,45.0,-0.035809978,42.702802,0.2948
SLSQP,Mode 3,46.0,-0.036365527,42.54674,0.2874
SLSQP,Mode 3,47.0,-0.036861248,42.38633,0.2802
SLSQP,Mode 3,48.0,-0.037290343,42.221559,0.2733
SLSQP,Mode 3,49.0,-0.037645344,42.052425,0.2666
SLSQP,Mode 3,50.0,-0.037918072,41.878933,0.2602
SLSQP,Mode 3,51.0,-0.038099597,41.701101,0.2541
SLSQP,Mode 3,52.0,-0.038180203,41.518963,0.2481
SLSQP,Mode 3,53.0,-0.038149349,41.332566,0.2423
SLSQP,Mode 3,54.0,-0.037995638,41.141979,0.2367
SLSQP,Mode 3,55.0,-0.037706839,40.947295,0.2313
SLSQP,Mode 3,56.0,-0.0372699,40.748631,0.2261
SLSQP,Mode 3,57.0,-0.036671009,40.546139,0.221
SLSQP,Mode 3,58.0,-0.035895693,40.340003,0.2161
SLSQP,Mode 3,59.0,-0.034928991,40.130452,0.2113
SLSQP,Mode 3,60.0,-0.033755694,39.917758,0.2067
SLSQP,Mode 3,61.0,-0.032360689,39.702244,0.2022
SLSQP,Mode 3,62.0,-0.030729434,39.484291,0.1979
SLSQP,Mode 3,63.0,-0.028848806,39.264332,0.1936
SLSQP,Mode 3,64.0,-0.026707767,39.042858,0.1895
SLSQP,Mode 3,65.0,-0.024297888,38.820414,0.1856
SLSQP,Mode 3,66.0,-0.021614252,38.597595,0.1817
SLSQP,Mode 3,67.0,-0.018656381,38.375031,0.178
SLSQP,Mode 3,68.0,-0.015429117,38.153378,0.1743
SLSQP,Mode 3,69.0,-0.011943304,37.933289,0.1708
SLSQP,Mode 3,70.0,-0.0082161943,37.715399,0.1674
SLSQP,Mode 3,71.0,-0.004271462,37.500291,0.1641
SLSQP,Mode 3,72.0,-0.00013875904,37.28848,0.1609
SLSQP,Mode 3,73.0,0.0041471511,37.080385,0.1578
SLSQP,Mode 3,74.0,0.0085476131,36.876327,0.1548
SLSQP,Mode 3,75.0,0.013008719,36.676495,0.1519
SLSQP,Mode 3,76.0,0.017516875,36.481045,0.1491
SLSQP,Mode 3,77.0,0.022015143,36.289941,0.1464
SLSQP,Mode 3,78.0,0.02646364,36.103117,0.1438
SLSQP,Mode 3,79.0,0.030824781,35.920441,0.1413
SLSQP,Mode 3,80.0,0.035063811,35.74174,0.1388
SLSQP,Mode 3,81.0,0.039149056,35.566817,0.1364
SLSQP,Mode 3,82.0,0.043051955,35.395466,0.1341
SLSQP,Mode 3,83.0,0.046734809,35.227558,0.1319
SLSQP,Mode 3,84.0,0.050195428,35.062801,0.1297
SLSQP,Mode 3,85.0,0.05340479,34.901087,0.1276
SLSQP,Mode 3,86.0,0.056345016,34.742292,0.1255
SLSQP,Mode 3,87.0,0.058985486,34.586445,0.1235
SLSQP,Mode 3,88.0,0.061339354,34.433296,0.1216
SLSQP,Mode 3,89.0,0.063382381,34.282929,0.1197
SLSQP,Mode 3,90.0,0.065104596,34.135375,0.1178
SLSQP,Mode 3,91.0,0.066497918,33.990707,0.1161
SLSQP,Mode 3,92.0,0.067556422,33.849032,0.1143
SLSQP,Mode 3,93.0,0.068259181,33.710683,0.1126
SLSQP,Mode 3,94.0,0.068637477,33.575481,0.111
SLSQP,Mode 3,95.0,0.068677515,33.443774,0.1094
SLSQP,Mode 3,96.0,0.068383564,33.315775,0.1078
SLSQP,Mode 3,97.0,0.067763175,33.191693,0.1063
SLSQP,Mode 3,98.0,0.066826856,33.071741,0.1049
SLSQP,Mode 3,99.0,0.065588249,32.95612,0.1034
SLSQP,Mode 3,100.0,0.064063974,32.845013,0.1021
SLSQP,Mode 3,101.0,0.062273377,32.738566,0.1007
SLSQP,Mode 3,102.0,0.060238021,32.636896,0.0994
SLSQP,Mode 3,103.0,0.05798112,32.540079,0.0982
SLSQP,Mode 3,104.0,0.055527138,32.448144,0.0969
SLSQP,Mode 3,105.0,0.052900996,32.361077,0.0958
SLSQP,Mode 3,106.0,0.050127633,32.278816,0.0946
SLSQP,Mode 3,107.0,0.047231183,32.201267,0.0935
SLSQP,Mode 3,108.0,0.044234811,32.128288,0.0924
SLSQP,Mode 3,109.0,0.041159991,32.05972,0.0914
SLSQP,Mode 3,110.0,0.038026501,31.995368,0.0904
SLSQP,Mode 3,111.0,0.034852022,31.935031,0.0894
SLSQP,Mode 3,112.0,0.031652245,31.87849,0.0884
SLSQP,Mode 3,113.0,0.028440816,31.825521,0.0875
SLSQP,Mode 3,114.0,0.025229365,31.775903,0.0866
SLSQP,Mode 3,115.0,0.022027722,31.729413,0.0857
SLSQP,Mode 3,116.0,0.01884399,31.685839,0.0849
SLSQP,Mode 3,117.0,0.015684788,31.64497,0.084
SLSQP,Mode 3,118.0,0.012555326,31.606618,0.0832
SLSQP,Mode 3,119.0,0.0094597316,31.570587,0.0824
SLSQP,Mode 3,120.0,0.0064010398,31.536708,0.0817
SLSQP,Mode 3,121.0,0.0033814451,31.504822,0.0809
SLSQP,Mode 4,1.0,-0.001494997,87.909704,27.3139
SLSQP,Mode 4,2.0,-0.0081205891,87.688168,13.6225
SLSQP,Mode 4,3.0,-0.0082049376,87.519284,9.0642
SLSQP,Mode 4,4.0,-0.0061676588,87.419568,6.7904
SLSQP,Mode 4,5.0,-0.0047816401,87.3811,5.4299
SLSQP,Mode 4,6.0,-0.0042401849,87.391616,4.5255
SLSQP,Mode 4,7.0,-0.0042086012,87.404448,3.8796
SLSQP,Mode 4,8.0,-0.0043676165,87.413348,3.395
SLSQP,Mode 4,9.0,-0.0046161398,87.420328,3.018
SLSQP,Mode 4,10.0,-0.0049216823,87.42627,2.7164
SLSQP,Mode 4,11.0,-0.0052674494,87.431482,2.4696
SLSQP,Mode 4,12.0,-0.005642199,87.436119,2.2639
SLSQP,Mode 4,13.0,-0.0060381573,87.440296,2.0898
SLSQP,Mode 4,14.0,-0.0064500195,87.444107,1.9407
SLSQP,Mode 4,15.0,-0.0068741886,87.44763,1.8114
SLSQP,Mode 4,16.0,-0.0073082115,87.450925,1.6982
SLSQP,Mode 4,17.0,-0.0077503903,87.45404,1.5984
SLSQP,Mode 4,18.0,-0.0081995253,87.457009,1.5096
SLSQP,Mode 4,19.0,-0.0086547481,87.459857,1.4302
SLSQP,Mode 4,20.0,-0.0091154132,87.462603,1.3587
SLSQP,Mode 4,21.0,-0.0095810269,87.465261,1.2941
SLSQP,Mode 4,22.0,-0.010051202,87.467841,1.2353
SLSQP,Mode 4,23.0,-0.010525625,87.470349,1.1816
SLSQP,Mode 4,24.0,-0.011004037,87.472789,1.1324
SLSQP,Mode 4,25.0,-0.011486221,87.475165,1.0872
SLSQP,Mode 4,26.0,-0.011971987,87.477479,1.0454
SLSQP,Mode 4,27.0,-0.012461169,87.479731,1.0067
SLSQP,Mode 4,28.0,-0.01295362,87.481923,0.9707
SLSQP,Mode 4,29.0,-0.013449208,87.484053,0.9373
SLSQP,Mode 4,30.0,-0.013947812,87.486122,0.9061
SLSQP,Mode 4,31.0,-0.014449322,87.48813,0.8769
SLSQP,Mode 4,32.0,-0.014953636,87.490075,0.8495
SLSQP,Mode 4,33.0,-0.01546066,87.491957,0.8238
SLSQP,Mode 4,34.0,-0.015970307,87.493775,0.7995
SLSQP,Mode 4,35.0,-0.016482495,87.495528,0.7767
SLSQP,Mode 4,36.0,-0.016997065,87.497145,0.7552
SLSQP,Mode 4,37.0,-0.017514111,87.498767,0.7348
SLSQP,Mode 4,38.0,-0.018033487,87.500322,0.7154
SLSQP,Mode 4,39.0,-0.018555132,87.501809,0.6971
SLSQP,Mode 4,40.0,-0.019078987,87.503227,0.6797
SLSQP,Mode 4,41.0,-0.019605,87.504577,0.6631
SLSQP,Mode 4,42.0,-0.02013312,87.505856,0.6473
SLSQP,Mode 4,43.0,-0.020663301,87.507065,0.6323
SLSQP,Mode 4,44.0,-0.0211955,87.508204,0.6179
SLSQP,Mode 4,45.0,-0.021729676,87.509271,0.6042
SLSQP,Mode 4,46.0,-0.022265793,87.510266,0.5911
SLSQP,Mode 4,47.0,-0.022803815,87.511189,0.5785
SLSQP,Mode 4,48.0,-0.023343713,87.512039,0.5665
SLSQP,Mode 4,49.0,-0.023885456,87.512816,0.5549
SLSQP,Mode 4,50.0,-0.024429018,87.513519,0.5438
SLSQP,Mode 4,51.0,-0.024974375,87.514149,0.5332
SLSQP,Mode 4,52.0,-0.025521506,87.514704,0.5229
SLSQP,Mode 4,53.0,-0.02607039,87.515185,0.513
SLSQP,Mode 4,54.0,-0.026621011,87.515591,0.5035
SLSQP,Mode 4,55.0,-0.027173353,87.515923,0.4944
SLSQP,Mode 4,56.0,-0.027727403,87.516178,0.4856
SLSQP,Mode 4,57.0,-0.02828315,87.516358,0.477
SLSQP,Mode 4,58.0,-0.028840583,87.516463,0.4688
SLSQP,Mode 4,59.0,-0.029399696,87.51649,0.4609
SLSQP,Mode 4,60.0,-0.029960483,87.516442,0.4532
SLSQP,Mode 4,61.0,-0.030522939,87.516316,0.4458
SLSQP,Mode 4,62.0,-0.031087062,87.516113,0.4386
SLSQP,Mode 4,63.0,-0.03165285,87.515833,0.4316
SLSQP,Mode 4,64.0,-0.032220304,87.515476,0.4249
SLSQP,Mode 4,65.0,-0.032789426,87.51504,0.4183
SLSQP,Mode 4,66.0,-0.033359859,87.51441,0.412
SLSQP,Mode 4,67.0,-0.033932325,87.513818,0.4058
SLSQP,Mode 4,68.0,-0.034506474,87.513147,0.3999
SLSQP,Mode 4,69.0,-0.035082315,87.512397,0.3941
SLSQP,Mode 4,70.0,-0.035659856,87.511566,0.3884
SLSQP,Mode 4,71.0,-0.036239106,87.510656,0.383
SLSQP,Mode 4,72.0,-0.036820077,87.509665,0.3776
SLSQP,Mode 4,73.0,-0.037402782,87.508593,0.3725
SLSQP,Mode 4,74.0,-0.037987235,87.507439,0.3674
SLSQP,Mode 4,75.0,-0.038573451,87.506203,0.3625
SLSQP,Mode 4,76.0,-0.039161446,87.504885,0.3577
SLSQP,Mode 4,77.0,-0.039751239,87.503484,0.3531
SLSQP,Mode 4,78.0,-0.040342847,87.501999,0.3486
SLSQP,Mode 4,79.0,-0.040936291,87.50043,0.3441
SLSQP,Mode 4,80.0,-0.041531591,87.498777,0.3398
SLSQP,Mode 4,81.0,-0.042128768,87.497037,0.3356
SLSQP,Mode 4,82.0,-0.042727843,87.495212,0.3315
SLSQP,Mode 4,83.0,-0.043328842,87.493301,0.3275
SLSQP,Mode 4,84.0,-0.043931787,87.491302,0.3236
SLSQP,Mode 4,85.0,-0.044536706,87.489215,0.3198
SLSQP,Mode 4,86.0,-0.045143623,87.487039,0.3161
SLSQP,Mode 4,87.0,-0.045752569,87.484774,0.3124
SLSQP,Mode 4,88.0,-0.046363571,87.482419,0.3089
SLSQP,Mode 4,89.0,-0.04697666,87.479972,0.3054
SLSQP,Mode 4,90.0,-0.047591867,87.477433,0.302
SLSQP,Mode 4,91.0,-0.048209224,87.474802,0.2987
SLSQP,Mode 4,92.0,-0.048828762,87.472076,0.2954
SLSQP,Mode 4,93.0,-0.049450516,87.469256,0.2922
SLSQP,Mode 4,94.0,-0.050074519,87.466339,0.2891
SLSQP,Mode 4,95.0,-0.050700806,87.463326,0.2861
SLSQP,Mode 4,96.0,-0.051329415,87.460215,0.2831
SLSQP,Mode 4,97.0,-0.051960381,87.457005,0.2801
SLSQP,Mode 4,98.0,-0.052593744,87.453696,0.2773
SLSQP,Mode 4,99.0,-0.053229542,87.450285,0.2745
SLSQP,Mode 4,100.0,-0.053867817,87.446773,0.2717
SLSQP,Mode 4,101.0,-0.054508609,87.443156,0.269
SLSQP,Mode 4,102.0,-0.055151962,87.439435,0.2664
SLSQP,Mode 4,103.0,-0.055797918,87.435608,0.2638
SLSQP,Mode 4,104.0,-0.056446523,87.431673,0.2612
SLSQP,Mode 4,105.0,-0.057097822,87.427629,0.2587
SLSQP,Mode 4,106.0,-0.057751862,87.423476,0.2563
SLSQP,Mode 4,107.0,-0.05840869,87.419211,0.2538
SLSQP,Mode 4,108.0,-0.059068357,87.414832,0.2515
SLSQP,Mode 4,109.0,-0.05973091,87.410338,0.2492
SLSQP,Mode 4,110.0,-0.060395476,87.405572,0.2469
SLSQP,Mode 4,111.0,-0.061063955,87.400845,0.2446
SLSQP,Mode 4,112.0,-0.061735475,87.395999,0.2424
SLSQP,Mode 4,113.0,-0.062410088,87.391031,0.2403
SLSQP,Mode 4,114.0,-0.063087848,87.38594,0.2382
SLSQP,Mode 4,115.0,-0.063768811,87.380724,0.2361
SLSQP,Mode 4,116.0,-0.064453035,87.37538,0.234
SLSQP,Mode 4,117.0,-0.065140574,87.369909,0.232
SLSQP,Mode 4,118.0,-0.065831492,87.364305,0.23
SLSQP,Mode 4,119.0,-0.066525845,87.35857,0.2281
SLSQP,Mode 4,120.0,-0.067223699,87.352699,0.2262
SLSQP,Mode 4,121.0,-0.067925114,87.346691,0.2243
SLSQP,Mode 5,1.0,-5.9670291e-09,112.71096,35.0197
SLSQP,Mode 5,2.0,-8.1249768e-09,112.71096,17.5098
SLSQP,Mode 5,3.0,-6.3889582e-09,112.71096,11.6732
SLSQP,Mode 5,4.0,-6.7032151e-09,112.71096,8.7549
SLSQP,Mode 5,5.0,-7.9428395e-09,112.71096,7.0039
SLSQP,Mode 5,6.0,-9.3725767e-09,112.71096,5.8366
SLSQP,Mode 5,7.0,-1.0806075e-08,112.71096,5.0028
SLSQP,Mode 5,8.0,-1.22134e-08,112.71096,4.3775
SLSQP,Mode 5,9.0,-1.3610335e-08,112.71096,3.8911
SLSQP,Mode 5,10.0,-1.5004343e-08,112.71096,3.502
SLSQP,Mode 5,11.0,-1.6402508e-08,112.71096,3.1836
SLSQP,Mode 5,12.0,-1.7811242e-08,112.71096,2.9183
SLSQP,Mode 5,13.0,-1.9235078e-08,112.71096,2.6938
SLSQP,Mode 5,14.0,-2.0675989e-08,112.71096,2.5014
SLSQP,Mode 5,15.0,-2.2134574e-08,112.71096,2.3346
SLSQP,Mode 5,16.0,-2.3610667e-08,112.71096,2.1887
SLSQP,Mode 5,17.0,-2.5103716e-08,112.71096,2.06
SLSQP,Mode 5,18.0,-2.6613332e-08,112.71096,1.9455
SLSQP,Mode 5,19.0,-2.8139206e-08,112.71096,1.8431
SLSQP,Mode 5,20.0,-2.9681057e-08,112.71096,1.751
SLSQP,Mode 5,21.0,-3.1238801e-08,112.71096,1.6676
SLSQP,Mode 5,22.0,-3.2812385e-08,112.71096,1.5918
SLSQP,Mode 5,23.0,-3.4401894e-08,112.71096,1.5226
SLSQP,Mode 5,24.0,-3.6007375e-08,112.71096,1.4592
SLSQP,Mode 5,25.0,-3.7628948e-08,112.71096,1.4008
SLSQP,Mode 5,26.0,-3.9266573e-08,112.71096,1.3469
SLSQP,Mode 5,27.0,-4.0920568e-08,112.71096,1.297
SLSQP,Mode 5,28.0,-4.2590803e-08,112.71096,1.2507
SLSQP,Mode 5,29.0,-4.4277434e-08,112.71096,1.2076
SLSQP,Mode 5,30.0,-4.5980528e-08,112.71096,1.1673
SLSQP,Mode 5,31.0,-4.7700099e-08,112.71096,1.1297
SLSQP,Mode 5,32.0,-4.9436113e-08,112.71096,1.0944
SLSQP,Mode 5,33.0,-5.1188623e-08,112.71096,1.0612
SLSQP,Mode 5,34.0,-5.2957588e-08,112.71096,1.03
SLSQP,Mode 5,35.0,-5.4742896e-08,112.71096,1.0006
SLSQP,Mode 5,36.0,-5.6544573e-08,112.71096,0.9728
SLSQP,Mode 5,37.0,-5.8362465e-08,112.71096,0.9465
SLSQP,Mode 5,38.0,-6.0196496e-08,112.71096,0.9216
SLSQP,Mode 5,39.0,-6.2046688e-08,112.71096,0.8979
SLSQP,Mode 5,40.0,-6.3912669e-08,112.71096,0.8755
SLSQP,Mode 5,41.0,-6.5794523e-08,112.71096,0.8541
SLSQP,Mode 5,42.0,-6.7692049e-08,112.71096,0.8338
SLSQP,Mode 5,43.0,-6.9605052e-08,112.71096,0.8144
SLSQP,Mode 5,44.0,-7.1533413e-08,112.71096,0.7959
SLSQP,Mode 5,45.0,-7.3476874e-08,112.71096,0.7782
SLSQP,Mode 5,46.0,-7.5435409e-08,112.71096,0.7613
SLSQP,Mode 5,47.0,-7.7408806e-08,112.71095,0.7451
SLSQP,Mode 5,48.0,-7.93968e-08,112.71095,0.7296
SLSQP,Mode 5,49.0,-8.1399317e-08,112.71095,0.7147
SLSQP,Mode 5,50.0,-8.3416137e-08,112.71095,0.7004
SLSQP,Mode 5,51.0,-8.5446952e-08,112.71095,0.6867
SLSQP,Mode 5,52.0,-8.7491714e-08,112.71095,0.6735
SLSQP,Mode 5,53.0,-8.9550253e-08,112.71095,0.6607
SLSQP,Mode 5,54.0,-9.1622195e-08,112.71095,0.6485
SLSQP,Mode 5,55.0,-9.3707562e-08,112.71095,0.6367
SLSQP,Mode 5,56.0,-9.580598e-08,112.71095,0.6254
SLSQP,Mode 5,57.0,-9.7917378e-08,112.71095,0.6144
SLSQP,Mode 5,58.0,-1.0004165e-07,112.71095,0.6038
SLSQP,Mode 5,59.0,-1.021784e-07,112.71095,0.5936
SLSQP,Mode 5,60.0,-1.0432763e-07,112.71095,0.5837
SLSQP,Mode 5,61.0,-1.06489e-07,112.71095,0.5741
SLSQP,Mode 5,62.0,-1.0866258e-07,112.71095,0.5648
SLSQP,Mode 5,63.0,-1.1084811e-07,112.71095,0.5559
SLSQP,Mode 5,64.0,-1.1304534e-07,112.71095,0.5472
SLSQP,Mode 5,65.0,-1.152541e-07,112.71095,0.5388
SLSQP,Mode 5,66.0,-1.174743e-07,112.71095,0.5306
SLSQP,Mode 5,67.0,-1.1970601e-07,112.71095,0.5227
SLSQP,Mode 5,68.0,-1.2194894e-07,112.71095,0.515
SLSQP,Mode 5,69.0,-1.2420294e-07,112.71095,0.5075
SLSQP,Mode 5,70.0,-1.2646791e-07,112.71095,0.5003
SLSQP,Mode 5,71.0,-1.2874369e-07,112.71094,0.4932
SLSQP,Mode 5,72.0,-1.310302e-07,112.71094,0.4864
SLSQP,Mode 5,73.0,-1.3332744e-07,112.71094,0.4797
SLSQP,Mode 5,74.0,-1.3563538e-07,112.71094,0.4732
SLSQP,Mode 5,75.0,-1.3795396e-07,112.71094,0.4669
SLSQP,Mode 5,76.0,-1.4028311e-07,112.71094,0.4608
SLSQP,Mode 5,77.0,-1.4262279e-07,112.71094,0.4548
SLSQP,Mode 5,78.0,-1.4497281e-07,112.71094,0.449
SLSQP,Mode 5,79.0,-1.4733314e-07,112.71094,0.4433
SLSQP,Mode 5,80.0,-1.4970385e-07,112.71094,0.4377
SLSQP,Mode 5,81.0,-1.520851e-07,112.71094,0.4323
SLSQP,Mode 5,82.0,-1.5447682e-07,112.71094,0.4271
SLSQP,Mode 5,83.0,-1.568791e-07,112.71094,0.4219
SLSQP,Mode 5,84.0,-1.5929196e-07,112.71094,0.4169
SLSQP,Mode 5,85.0,-1.617154e-07,112.71094,0.412
SLSQP,Mode 5,86.0,-1.6414952e-07,112.71094,0.4072
SLSQP,Mode 5,87.0,-1.6659437e-07,112.71094,0.4025
SLSQP,Mode 5,88.0,-1.690499e-07,112.71093,0.398
SLSQP,Mode 5,89.0,-1.7151634e-07,112.71093,0.3935
SLSQP,Mode 5,90.0,-1.7399383e-07,112.71093,0.3891
SLSQP,Mode 5,91.0,-1.7648248e-07,112.71093,0.3848
SLSQP,Mode 5,92.0,-1.789828e-07,112.71093,0.3806
SLSQP,Mode 5,93.0,-1.8149474e-07,112.71093,0.3766
SLSQP,Mode 5,94.0,-1.840185e-07,112.71093,0.3725
SLSQP,Mode 5,95.0,-1.8655445e-07,112.71093,0.3686
SLSQP,Mode 5,96.0,-1.8910266e-07,112.71093,0.3648
SLSQP,Mode 5,97.0,-1.9166355e-07,112.71093,0.361
SLSQP,Mode 5,98.0,-1.942373e-07,112.71093,0.3573
SLSQP,Mode 5,99.0,-1.9682399e-07,112.71093,0.3537
SLSQP,Mode 5,100.0,-1.9942404e-07,112.71093,0.3502
SLSQP,Mode 5,101.0,-2.0203777e-07,112.71093,0.3467
SLSQP,Mode 5,102.0,-2.0466547e-07,112.71092,0.3433
SLSQP,Mode 5,103.0,-2.0730765e-07,112.71092,0.34
SLSQP,Mode 5,104.0,-2.0996467e-07,112.71092,0.3367
SLSQP,Mode 5,105.0,-2.1263668e-07,112.71092,0.3335
SLSQP,Mode 5,106.0,-2.1532485e-07,112.71092,0.3304
SLSQP,Mode 5,107.0,-2.1802909e-07,112.71092,0.3273
SLSQP,Mode 5,108.0,-2.2075e-07,112.71092,0.3243
SLSQP,Mode 5,109.0,-2.2348806e-07,112.71092,0.3213
SLSQP,Mode 5,110.0,-2.262438e-07,112.71092,0.3184
SLSQP,Mode 5,111.0,-2.290178e-07,112.71092,0.3155
SLSQP,Mode 5,112.0,-2.3181043e-07,112.71092,0.3127
SLSQP,Mode 5,113.0,-2.3462261e-07,112.71091,0.3099
SLSQP,Mode 5,114.0,-2.3745495e-07,112.71091,0.3072
SLSQP,Mode 5,115.0,-2.403077e-07,112.71091,0.3045
SLSQP,Mode 5,116.0,-2.4318182e-07,112.71091,0.3019
SLSQP,Mode 5,117.0,-2.4607795e-07,112.71091,0.2993
SLSQP,Mode 5,118.0,-2.4899676e-07,112.71091,0.2968
SLSQP,Mode 5,119.0,-2.5193932e-07,112.71091,0.2943
SLSQP,Mode 5,120.0,-2.5490636e-07,112.71091,0.2918
SLSQP,Mode 5,121.0,-2.5789889e-07,112.71091,0.2894
